salary_in_usd
153300
240000
12000
260000
26005
185000
119000
26827
213120
143860
60400
85000
115360
84900
135000
110446
63040
122600
120000
225000
219000
90700
94000
55000
146200
150000
234100
185000
45390
192000
180000
6359
18907
165000
80000
5707
192000
158677
70000
95550
12767
147000
220000
46178
220000
150260
63000
136994
200000
135000
135000
178750
100000
38631
24342
180000
135000
165000
81500
176000
114047
115934
171600
179400
33609
283200
105200
103000
135000
160000
88654
65257
125000
130000
100000
75020
128500
220110
155850
155000
155000
50000
175000
159100
205000
110000
97500
151410
150000
5409
132320
100000
210550
220000
85066
299500
140000
72914
80041
30000
193500
150000
143000
100000
115573
110600
109000
134000
102500
50000
235000
208049
180000
130000
85000
184000
66970
113000
161800
120000
200000
185000
93700
81500
134000
140000
100000
105700
231250
105000
140000
154000
125000
245100
175000
90000
9289
75000
122000
185800
288000
12000
50000
93918
49253
139500
35735
150000
75116
40000
56100
98506
143200
182200
110000
100000
170000
115000
161500
172200
25532
150000
192037
300000
140000
203100
120250
17805
125000
56000
63900
96578
193900
118000
182000
220000
150000
120000
20000
110000
185000
172600
156400
203500
54238
216100
175000
135000
10000
48289
61989
196000
136000
152380
127000
245000
145000
12103
31520
98000
20984
122000
107900
144000
122500
245000
73546
85000
87000
145000
75000
171250
166000
16904
201000
60000
160000
110000
180000
150000
170000
152500
300000
12000
104611
102772
110000
120000
102500
75000
50000
220000
180000
300000
130000
133000
215300
73000
117104
112000
99000
123000
8050
225000
155000
125000
126277
52533
134000
64200
140250
95000
78990
72000
172200
216000
201000
170000
114500
40570
160000
145000
45760
28399
20000
121523
5882
95000
70000
63192
40000
148261
160000
110000
250000
190000
146000
112000
105200
48000
63831
125000
231250
142800
47899
24740
120250
48289
15000
99100
199000
129300
55000
137400
214618
104300
168000
129000
118000
241000
225000
79197
147800
86000
171600
112900
155000
82280
125000
155000
24000
31520
260500
148000
77684
135000
63312
125000
63000
52500
65000
70000
106500
198800
154000
143000
260000
104000
160000
93000
120000
225000
178600
21013
135000
136000
45618
63040
100000
86193
89306
160000
10000
241871
112900
139860
21461
82528
92350
150000
52533
115100
63040
168400
60000
114000
5132
197000
73546
190000
15966
41689
81500
116250
79000
122500
129000
22892
93800
138350
110820
113750
151902
185000
310000
150000
61896
65000
75000
179500
164000
5409
100000
150000
184000
110500
140000
159000
84053
130000
36940
85847
172500
280100
120000
48289
85000
75116
168000
80036
116000
79000
185000
130000
45600
141300
135000
120000
190000
170000
185000
61566
78000
212800
250000
105000
150000
90000
148500
105000
134236
135000
20000
188500
200000
122900
130000
206699
95000
120000
120000
150000
55685
155000
135446
136000
138750
48000
228000
100000
78000
159699
65000
110820
248400
221484
130000
82365
203000
210000
130050
190200
230000
170000
138900
85066
203500
180000
102640
115000
61200
139500
160080
113000
205000
17779
66000
205000
120000
76309
54094
170000
15806
130000
180000
64385
43096
150000
145000
121904
66192
185900
160288
228000
94192
153000
126500
101570
33000
90000
236000
25000
269000
92350
48000
175100
150000
55475
185000
285800
112300
186000
221000
181000
241000
150000
150000
48000
195895
107000
203300
42000
130000
72914
168400
150000
135000
46178
96100
235000
198200
180000
82528
200000
100000
73880
42000
136000
100000
138600
218500
12877
222640
193750
52008
450000
150000
150000
200000
261500
38631
276000
95000
416000
133832
12000
180000
134024
28368
105000
33511
90000
106260
154000
149500
94564
90700
90000
165750
230000
227200
53416
190000
136260
243000
109280
198200
73546
225000
135000
180000
5679
8000
77262
180000
123000
130000
51753
120000
75000
127500
135000
243900
65141
186000
324000
61566
55000
59888
150000
126000
200000
141846
90000
135000
172800
163196
156400
115000
72212
210000
55410
50000
21637
128750
92350
120160
10000
160000
160000
48000
60938
106500
52500
121093
165000
168000
180000
110000
239000
252000
38000
80481
70186
105000
100000
38776
158200
149040
290000
92000
187442
144000
125600
205920
145000
40038
15897
155000
53654
39916
103160
80000
350000
126500
43809
183000
153000
17684
57723
170000
100000
124000
175950
60938
24165
100000
60000
120000
134760
82500
145000
142200
97218
136600
200000
175308
201450
206500
405000
110000
5723
115000
183000
140000
138000
119500
202900
52533
107250
192600
29453
22800
16228
120000
120000
136994
200100
192000
84000
128500
16904
230000
128000
101570
167580
18238
150000
112872
198800
50000
90000
96282
146300
66000
180000
65062
39925
107500
110600
63810
100000
185000
130500
100000
105066
175000
215000
107309
95000
153090
84053
216000
241000
140000
83500
180180
210000
75000
140000
155000
192500
7500
179820
132000
80000
141600
130000
205000
100000
220000
138000
220000
135000
206000
236600
205300
229000
212750
13400
135000
151000
247500
116000
184000
90000
154000
143100
194500
150000
110820
141600
106000
242000
137500
152000
186000
58837
215000
329500
85000
135000
63711
145000
124740
148750
165000
130000
56256
140000
38631
210914
229998
192500
250000
9272
370000
43096
217000
69751
183000
200000
260000
131300
100000
123400
123405
61566
247500
116000
95000
85000
139000
115000
100000
375000
200000
150450
385000
134236
15000
73546
113900
22809
85000
163625
175000
165000
201036
225000
64000
160000
210000
178800
75774
125000
125000
194000
100000
53192
150000
126000
191475
94560
191765
190000
160000
156400
129300
104000
143200
210000
199000
150000
50000
154600
34320
120000
223250
129300
107000
202353
180000
119000
171250
193000
134000
72914
423000
48000
89306
160000
200000
122700
54685
179975
115500
67141
245000
120000
100000
77364
98506
91000
110000
117000
79178
76814
110000
175000
152500
184000
60761
200160
102544
85000
113000
276000
129300
97000
116150
186000
85000
240000
243900
205000
208775
125686
145000
163800
73880
100000
139000
39925
120000
125000
68400
289076
62649
75000
106000
85000
157000
66100
205600
34672
155000
198200
150000
150000
170000
198200
252000
110000
87000
220000
75000
131752
109000
90700
109400
80000
120000
63000
100000
125000
17022
62000
105000
73546
101943
150900
260000
60000
120402
165000
65000
225000
103294
120000
92350
42026
94500
23000
195400
54634
70000
140000
29751
98200
185000
155000
150000
195000
223800
216000
80000
127467
134500
275300
75050
60000
31520
205600
150000
140000
129000
76833
200000
102000
144200
80000
47280
180000
125000
13989
175000
161800
100000
152000
116100
47280
35093
172200
210000
275000
36259
115000
151800
200000
134000
17022
104000
120000
110000
108000
225000
124270
89200
